GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurredLosses,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserves2007,LOB
8672,Protective Ins Grp,1998,2002,5,3547,3375,28,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1998,2003,6,3530,3384,11,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1998,2004,7,3537,3500,5,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1998,2005,8,3488,3480,2,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1998,2006,9,3490,3482,2,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1998,2007,10,3490,3483,1,6941,1732,5209,0,35378.719,comauto
8672,Protective Ins Grp,1999,1999,1,4293,1016,1210,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2000,2,4759,2000,721,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2001,3,5444,2421,339,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2002,4,5143,3453,237,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2003,5,4593,3509,101,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2004,6,4954,3626,110,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2005,7,4914,3871,87,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2006,8,4485,3915,36,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2007,9,4083,4083,0,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,1999,2008,10,4092,4092,0,8829,2379,6450,0,35378.719,comauto
8672,Protective Ins Grp,2000,2000,1,5669,1562,2309,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2001,2,5062,2972,525,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2002,3,5364,4160,220,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2003,4,5053,4749,42,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2004,5,4968,4868,7,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2005,6,4963,4963,0,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2006,7,4964,4964,0,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2007,8,4964,4964,0,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2008,9,4964,4964,0,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2000,2009,10,4964,4964,0,10855,3737,7118,0,35378.719,comauto
8672,Protective Ins Grp,2001,2001,1,7652,1889,2338,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2002,2,6033,3696,570,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2003,3,5645,4608,209,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2004,4,5705,4800,74,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2005,5,5556,5382,21,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2006,6,5617,5482,20,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2007,7,5685,5682,0,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2008,8,5767,5767,0,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2009,9,5768,5768,0,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2001,2010,10,5771,5770,0,13183,4760,8423,0,35378.719,comauto
8672,Protective Ins Grp,2002,2002,1,8042,1584,3242,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2003,2,6592,3132,599,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2004,3,6375,4778,140,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2005,4,6123,5421,73,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2006,5,5946,5537,35,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2007,6,5846,5730,8,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2008,7,5851,5752,6,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2009,8,5821,5753,6,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2010,9,5754,5754,0,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2002,2011,10,5754,5754,0,18883,8524,10359,0,35378.719,comauto
8672,Protective Ins Grp,2003,2003,1,11553,2284,3157,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2004,2,11299,5489,610,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2005,3,11226,7009,334,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2006,4,11182,8732,267,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2007,5,10952,9205,131,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2008,6,10885,10715,8,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2009,7,10793,10782,1,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2010,8,10785,10783,0,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2011,9,10785,10785,0,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2003,2012,10,10784,10784,0,21564,5058,16506,0,35378.719,comauto
8672,Protective Ins Grp,2004,2004,1,11830,2771,4145,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2005,2,10037,5401,874,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2006,3,9859,6537,429,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2007,4,9600,7870,153,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2008,5,9425,8662,71,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2009,6,9335,9176,1,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2010,7,9183,9180,1,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2011,8,9182,9182,0,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2012,9,9183,9182,0,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2004,2013,10,9182,9182,0,25162,5827,19335,0,35378.719,comauto
8672,Protective Ins Grp,2005,2005,1,13785,3123,3275,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2006,2,12814,5941,868,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2007,3,13884,9351,307,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2008,4,13924,11079,215,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2009,5,13469,12029,61,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2010,6,13650,13256,6,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2011,7,13853,13681,1,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2012,8,14092,13875,3,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2013,9,14092,13931,0,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2005,2014,10,14093,14093,0,22117,3885,18232,0,35378.719,comauto
8672,Protective Ins Grp,2006,2006,1,21670,4084,4625,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2007,2,23097,9822,2334,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2008,3,21640,16716,733,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2009,4,20651,19498,58,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2010,5,21051,20455,12,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2011,6,20943,20888,1,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2012,7,20968,20922,0,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2013,8,20974,20944,0,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2014,9,20967,20967,0,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2006,2015,10,20967,20967,0,27755,4728,23027,0,35378.719,comauto
8672,Protective Ins Grp,2007,2007,1,14949,3697,3653,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2008,2,16147,8469,1450,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2009,3,14848,10294,338,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2010,4,15490,11760,188,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2011,5,15230,14237,49,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2012,6,15150,14916,12,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2013,7,15107,14927,11,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2014,8,14976,14974,0,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2015,9,14982,14980,0,29247,4423,24824,0,35378.719,comauto
8672,Protective Ins Grp,2007,2016,10,14984,14983,0,29247,4423,24824,0,35378.719,comauto
9466,Lumber Ins Cos,1998,1998,1,20689,5495,6289,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,1999,2,22694,12148,2959,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2000,3,25776,17191,2531,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2001,4,27330,21071,2401,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2002,5,26165,24129,670,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2003,6,26413,25033,201,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2004,7,26362,25625,172,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2005,8,26161,25986,134,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2006,9,26032,25989,33,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1998,2007,10,25980,25969,5,30003,3321,26682,0,1070.848,comauto
9466,Lumber Ins Cos,1999,1999,1,22336,5929,9755,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2000,2,26017,11867,8746,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2001,3,30018,15197,10168,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2002,4,23261,18559,1515,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2003,5,23773,21404,767,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2004,6,23381,22226,362,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2005,7,23157,22549,273,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2006,8,22803,22580,66,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2007,9,22732,22597,34,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,1999,2008,10,22702,22583,18,31389,5924,25465,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2000,1,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2001,2,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2002,3,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2003,4,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2004,5,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2005,6,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2006,7,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2007,8,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2008,9,0,0,0,0,0,0,0,1070.848,comauto
9466,Lumber Ins Cos,2000,2009,10,0,0,0,0,0,0,0,1070.848,comauto
10019,Overseas Partners Us Reins Co,1998,1998,1,665,18,500,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,1999,2,837,262,284,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2000,3,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2001,4,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2002,5,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2003,6,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2004,7,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2005,8,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2006,9,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1998,2007,10,1088,1088,0,1170,0,1170,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,1999,1,1132,92,696,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2000,2,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2001,3,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2002,4,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2003,5,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2004,6,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2005,7,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2006,8,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2007,9,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,1999,2008,10,2069,2069,0,1828,0,1828,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2000,1,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2001,2,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2002,3,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2003,4,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2004,5,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2005,6,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2006,7,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2007,8,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2008,9,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2000,2009,10,1253,1253,0,1225,0,1225,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2001,1,174,0,174,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2002,2,175,0,174,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2003,3,173,15,158,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2004,4,217,44,123,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2005,5,799,188,392,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2006,6,848,426,242,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2007,7,782,518,121,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2008,8,829,731,101,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2009,9,1020,753,223,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2001,2010,10,924,753,127,1035,790,245,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2002,1,1104,0,1104,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2003,2,1101,96,1004,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2004,3,1313,285,704,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2005,4,1785,784,685,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2006,5,1592,1076,285,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2007,6,1455,1129,139,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2008,7,1508,1372,114,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2009,8,1725,1396,253,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2010,9,1616,1397,145,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2002,2011,10,1592,1397,123,6577,4965,1612,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2003,1,507,44,462,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2004,2,571,130,292,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2005,3,688,377,227,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2006,4,532,433,49,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2007,5,479,415,22,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2008,6,487,453,18,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2009,7,521,457,39,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2010,8,504,457,22,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2011,9,500,457,19,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2003,2012,10,503,502,1,3022,2267,755,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2004,1,3,1,2,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2005,2,4,3,1,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2006,3,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2007,4,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2008,5,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2009,6,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2010,7,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2011,8,3,3,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2012,9,10,10,0,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2004,2013,10,13,10,2,12,9,3,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2005,1,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2006,2,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2007,3,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2008,4,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2009,5,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2010,6,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2011,7,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2012,8,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2013,9,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2005,2014,10,0,0,0,-42,-22,-20,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2006,1,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2007,2,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2008,3,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2009,4,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2010,5,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2011,6,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2012,7,0,0,0,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2013,8,69,-3,62,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2014,9,57,3,54,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2006,2015,10,11,7,3,-4,-3,-1,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2007,1,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2008,2,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2009,3,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2010,4,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2011,5,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2012,6,0,0,0,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2013,7,345,14,293,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2014,8,320,45,275,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2015,9,78,56,10,0,0,0,1,661.927,comauto
10019,Overseas Partners Us Reins Co,2007,2016,10,69,65,4,0,0,0,1,661.927,comauto
10022,Agway Ins Co,1998,1998,1,672,237,130,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,1999,2,536,314,54,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2000,3,499,442,8,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2001,4,463,459,2,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2002,5,461,459,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2003,6,462,460,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2004,7,461,460,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2005,8,461,461,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2006,9,461,461,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1998,2007,10,461,461,0,2051,230,1821,1,2570.34,comauto
10022,Agway Ins Co,1999,1999,1,617,143,99,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2000,2,578,227,65,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2001,3,525,272,42,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2002,4,515,384,21,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2003,5,487,407,9,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2004,6,520,494,1,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2005,7,496,495,0,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2006,8,496,495,0,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2007,9,495,495,0,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,1999,2008,10,494,494,0,2047,321,1726,1,2570.34,comauto
10022,Agway Ins Co,2000,2000,1,767,358,81,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2001,2,913,476,98,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2002,3,847,639,29,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2003,4,754,676,17,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2004,5,763,705,3,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2005,6,764,728,1,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2006,7,777,738,0,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2007,8,795,794,0,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2008,9,795,794,0,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2000,2009,10,795,795,0,2232,389,1843,1,2570.34,comauto
10022,Agway Ins Co,2001,2001,1,612,196,52,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2002,2,798,334,57,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2003,3,762,455,23,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2004,4,785,603,9,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2005,5,910,726,2,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2006,6,900,784,1,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2007,7,798,784,0,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2008,8,799,786,0,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2009,9,796,788,3,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2001,2010,10,789,788,0,2434,425,2009,1,2570.34,comauto
10022,Agway Ins Co,2002,2002,1,716,200,50,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2003,2,736,351,12,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2004,3,703,413,10,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2005,4,754,479,11,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2006,5,756,614,3,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2007,6,777,714,0,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2008,7,981,730,0,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2009,8,900,895,5,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2010,9,898,895,3,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2002,2011,10,895,895,0,2678,407,2271,1,2570.34,comauto
10022,Agway Ins Co,2003,2003,1,574,228,18,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2004,2,899,372,38,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2005,3,1014,541,18,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2006,4,1155,857,16,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2007,5,1215,1092,12,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2008,6,1218,1225,0,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2009,7,1231,1234,5,2698,279,2419,1,2570.34,comauto
10022,Agway Ins Co,2003,2010,8,1232,1227,5,2698,279,2419,1,2570.34,comauto
